"onlychild" "age" "gender"
"161" 0 22 "female"
"162" 0 29 "female"
"163" 0 30 "female"
"164" 0 24 "female"
"165" 0 27 "female"
"166" 0 23 "female"
"167" 0 34 "female"
"168" 0 25 "female"
"169" 0 36 "female"
"170" 0 29 "female"
"171" 1 40 "female"
"172" 0 30 "female"
"173" 0 22 "female"
"174" 0 26 "female"
"175" 0 24 "female"
"176" 0 19 "female"
"177" 1 29 "female"
"178" 0 23 "female"
"179" 0 22 "female"
"180" 0 26 "female"
"181" 0 27 "female"
"182" 0 26 "female"
"183" 1 26 "female"
"184" 0 31 "female"
"185" 0 26 "female"
"186" 0 25 "female"
"187" 0 27 "female"
"188" 0 23 "female"
"189" 0 27 "female"
"190" 0 26 "female"
"191" 1 27 "female"
"192" 0 22 "female"
"193" 0 28 "female"
"194" 0 22 "female"
"195" 0 26 "female"
"196" 0 30 "female"
"197" 0 27 "female"
"198" 0 33 "female"
"199" 0 29 "female"
"200" 1 26 "female"
"201" 0 18 "female"
"202" 0 33 "female"
"203" 1 20 "female"
"204" 1 30 "female"
"205" 0 25 "female"
"206" 0 20 "female"
"207" 0 28 "female"
"208" 0 24 "female"
"209" 0 33 "female"
"210" 1 19 "female"
"211" 0 21 "female"
"212" 0 24 "female"
"213" 1 31 "female"
"214" 0 29 "female"
"215" 0 23 "female"
"216" 1 31 "female"
"217" 0 25 "female"
"218" 1 31 "female"
"219" 0 32 "female"
"220" 1 22 "female"
"221" 0 35 "female"
"222" 0 19 "female"
"223" 0 25 "female"
"224" 0 22 "female"
"225" 1 28 "female"
"226" 0 25 "female"
"227" 0 24 "female"
"228" 1 34 "female"
"229" 1 26 "female"
"230" 0 25 "female"
"231" 0 22 "female"
"232" 0 28 "female"
"233" 1 40 "female"
"234" 0 25 "female"
"235" 1 25 "female"
"236" 0 22 "female"
"237" 1 23 "female"
"238" 0 25 "female"
"239" 0 27 "female"
"240" 0 29 "female"
"241" 0 27 "female"
"242" 1 38 "female"
"243" 1 26 "female"
"244" 0 25 "female"
"245" 0 23 "female"
"246" 0 28 "female"
"247" 0 25 "female"
"248" 0 36 "female"
"249" 0 39 "female"
"250" 0 34 "female"
"251" 0 29 "female"
"252" 1 24 "female"
"253" 0 25 "female"
"254" 0 24 "female"
"255" 0 29 "female"
"256" 0 29 "female"
"257" 0 22 "female"
"258" 1 22 "female"
"259" 0 25 "female"
"260" 0 23 "female"
"261" 1 36 "female"
"262" 1 32 "female"
"263" 0 32 "female"
"264" 0 27 "female"
"265" 1 29 "female"
"266" 0 27 "female"
"267" 0 31 "female"
"268" 0 30 "female"
"269" 0 26 "female"
"270" 0 20 "female"
"271" 1 34 "female"
"272" 0 22 "female"
"273" 0 30 "female"
"274" 0 28 "female"
"275" 0 32 "female"
"276" 0 27 "female"
"277" 1 26 "female"
"278" 0 24 "female"
"279" 0 25 "female"
"280" 0 21 "female"
"281" 0 25 "female"
"282" 0 21 "female"
"283" 0 36 "female"
"284" 1 23 "female"
"285" 0 28 "female"
"286" 0 31 "female"
"287" 1 27 "female"
"288" 0 25 "female"
"289" 0 25 "female"
"290" 0 30 "female"
"291" 0 29 "female"
"292" 0 22 "female"
"293" 0 25 "female"
"294" 0 30 "female"
"295" 0 22 "female"
"296" 0 26 "female"
"297" 0 28 "female"
"298" 0 23 "female"
"299" 0 28 "female"
"300" 0 24 "female"
"301" 0 26 "female"
"302" 0 33 "female"
"303" 0 22 "female"
"304" 0 27 "female"
"305" 0 26 "female"
"306" 0 19 "female"
"307" 0 31 "female"
"308" 0 27 "female"
"309" 0 25 "female"
"310" 0 23 "female"
"311" 0 24 "female"
"312" 0 33 "female"
"313" 0 24 "female"
"314" 0 38 "female"
"315" 0 28 "female"
"316" 0 22 "female"
"317" 0 26 "female"
"318" 0 27 "female"
"319" 0 28 "female"
"320" 0 28 "female"
"321" 0 32 "female"
"322" 1 25 "female"
"323" 1 21 "female"
"324" 0 27 "female"
"325" 0 22 "female"
"326" 0 29 "female"
"327" 0 26 "female"
"328" 0 29 "female"
"329" 1 30 "female"
"330" 0 33 "female"
"331" 0 33 "female"
"332" 0 27 "female"
"333" 1 35 "female"
"334" 0 25 "female"
"335" 0 40 "female"
"336" 0 17 "female"
"337" 0 26 "female"
"338" 0 29 "female"
"339" 0 27 "female"
"340" 0 23 "female"
"341" 0 32 "female"
"342" 0 24 "female"
"343" 0 26 "female"
"344" 0 26 "female"
"345" 0 20 "female"
"346" 1 41 "female"
"347" 0 27 "female"
"348" 0 39 "female"
"349" 0 22 "female"
"350" 0 23 "female"
"351" 0 25 "female"
"352" 1 27 "female"
"353" 0 33 "female"
"354" 0 22 "female"
"355" 0 33 "female"
"356" 0 28 "female"
"357" 0 23 "female"
"358" 0 33 "female"
"359" 1 35 "female"
"360" 1 30 "female"
"361" 1 21 "female"
"362" 1 27 "female"
"363" 0 36 "female"
"364" 0 30 "female"
"365" 0 28 "female"
"366" 0 25 "female"
"367" 0 22 "female"
"368" 0 18 "female"
"369" 1 41 "female"
"370" 0 29 "female"
"371" 0 37 "female"
"372" 0 23 "female"
"373" 0 24 "female"
"374" 0 21 "female"
"375" 0 28 "female"
"376" 0 29 "female"
"377" 0 21 "female"
"378" 1 21 "female"
"379" 0 28 "female"
"380" 0 27 "female"
"381" 0 24 "female"
"382" 0 20 "female"
"383" 0 28 "female"
"384" 0 28 "female"
"385" 0 36 "female"
"386" 0 30 "female"
"387" 0 32 "female"
"388" 0 27 "female"
"389" 1 32 "female"
"390" 1 29 "female"
"391" 0 26 "female"
"392" 0 27 "female"
"393" 0 40 "female"
"394" 0 33 "female"
"395" 0 26 "female"
"396" 0 33 "female"
"397" 0 26 "female"
"398" 0 22 "female"
"399" 0 22 "female"
"400" 0 23 "female"
"401" 0 26 "female"
"402" 0 19 "female"
"403" 0 20 "female"
"404" 0 24 "female"
"405" 0 36 "female"
"406" 0 30 "female"
"407" 0 27 "female"
"408" 0 28 "female"
"409" 0 22 "female"
"410" 1 26 "female"
"411" 1 30 "female"
"412" 0 26 "female"
"413" 0 25 "female"
"414" 0 28 "female"
"415" 0 25 "female"
"416" 0 23 "female"
"417" 0 29 "female"
"418" 0 26 "female"
"419" 0 25 "female"
"420" 0 35 "female"
"421" 1 23 "female"
"422" 0 24 "female"
"423" 1 33 "female"
"424" 0 24 "female"
"425" 0 28 "female"
"426" 0 29 "female"
"427" 1 29 "female"
"428" 1 28 "female"
"429" 0 27 "female"
"430" 1 32 "female"
"431" 0 21 "female"
"432" 1 29 "female"
"433" 0 29 "female"
"434" 0 35 "female"
"435" 0 23 "female"
"436" 1 27 "female"
"437" 0 29 "female"
"438" 0 23 "female"
"439" 1 25 "female"
"440" 0 32 "female"
"441" 0 24 "female"
"442" 0 28 "female"
"443" 0 27 "female"
"444" 0 31 "female"
"445" 0 34 "female"
"446" 0 30 "female"
"447" 0 32 "female"
"448" 0 21 "female"
"449" 0 25 "female"
"450" 0 26 "female"
"451" 0 25 "female"
"452" 1 26 "female"
"453" 0 22 "female"
"454" 0 31 "female"
"455" 0 24 "female"
"456" 0 21 "female"
"457" 0 25 "female"
"458" 0 27 "female"
"459" 0 28 "female"
"460" 0 22 "female"
"461" 0 29 "female"
"462" 0 29 "female"
"463" 0 27 "female"
"464" 1 18 "female"
"465" 0 27 "female"
"466" 0 34 "female"
"467" 0 28 "female"
"468" 0 33 "female"
"469" 0 28 "female"
"470" 0 25 "female"
"471" 0 20 "female"
"472" 1 29 "female"
"473" 0 31 "female"
"474" 0 27 "female"
"475" 1 33 "female"
"476" 0 28 "female"
"477" 1 27 "female"
"478" 0 32 "female"
"479" 0 25 "female"
"480" 0 23 "female"
"481" 0 28 "female"
"482" 0 29 "female"
"483" 0 26 "female"
"484" 0 26 "female"
"485" 0 25 "female"
"486" 0 34 "female"
"487" 1 38 "female"
"488" 1 26 "female"
"489" 0 36 "female"
"490" 0 28 "female"
"491" 0 28 "female"
"492" 0 28 "female"
"493" 0 28 "female"
"494" 0 32 "female"
"495" 0 35 "female"
"496" 0 25 "female"
"497" 0 24 "female"
"498" 0 33 "female"
"499" 1 37 "female"
"500" 0 30 "female"
"501" 0 24 "female"
"502" 0 22 "female"
"503" 1 20 "female"
"504" 0 32 "female"
"505" 0 33 "female"
"506" 1 22 "female"
"507" 1 26 "female"
"508" 1 36 "female"
"509" 0 27 "female"
"510" 0 29 "female"
"511" 0 24 "female"
"512" 0 38 "female"
"513" 0 22 "female"
"514" 0 20 "female"
"515" 0 28 "female"
"516" 0 29 "female"
"517" 0 35 "female"
"518" 0 28 "female"
"519" 0 29 "female"
"520" 0 27 "female"
"521" 1 32 "female"
"522" 0 27 "female"
"523" 1 18 "female"
"524" 0 30 "female"
"525" 1 29 "female"
"526" 0 22 "female"
"527" 0 24 "female"
"528" 0 37 "female"
"529" 0 25 "female"
"530" 0 32 "female"
"531" 0 24 "female"
"532" 0 25 "female"
"533" 1 22 "female"
"534" 0 32 "female"
"535" 0 27 "female"
"536" 0 27 "female"
"537" 0 20 "female"
"538" 0 28 "female"
"539" 0 27 "female"
"540" 0 25 "female"
"541" 0 25 "female"
"542" 0 26 "female"
"543" 0 22 "female"
"544" 0 37 "female"
"545" 0 24 "female"
"546" 0 28 "female"
"547" 1 32 "female"
"548" 0 19 "female"
"549" 0 34 "female"
"550" 0 27 "female"
"551" 1 25 "female"
"552" 0 24 "female"
"553" 0 32 "female"
"554" 0 28 "female"
"555" 0 25 "female"
"556" 0 23 "female"
"557" 0 32 "female"
"558" 0 30 "female"
"559" 0 19 "female"
"560" 0 28 "female"
"561" 0 25 "female"
"562" 0 26 "female"
"563" 0 28 "female"
"564" 0 33 "female"
"565" 1 23 "female"
"566" 0 27 "female"
"567" 1 39 "female"
"568" 0 21 "female"
"569" 0 24 "female"
"570" 0 33 "female"
"571" 0 33 "female"
"572" 0 19 "female"
"573" 0 21 "female"
"574" 1 32 "female"
"575" 1 28 "female"
"576" 0 24 "female"
"577" 0 38 "female"
"578" 0 28 "female"
"579" 0 23 "female"
"580" 0 27 "female"
"581" 0 28 "female"
"582" 0 23 "female"
"583" 0 29 "female"
"584" 0 26 "female"
"585" 0 31 "female"
"586" 0 32 "female"
"587" 0 30 "female"
"588" 0 26 "female"
"589" 1 34 "female"
"590" 0 26 "female"
"591" 0 31 "female"
"592" 0 31 "female"
"593" 0 30 "female"
"594" 0 22 "female"
"595" 0 23 "female"
"596" 0 28 "female"
"597" 0 22 "female"
"598" 0 26 "female"
"599" 1 29 "female"
"600" 1 31 "female"
"601" 0 26 "female"
"602" 0 23 "female"
"603" 1 32 "female"
"604" 0 26 "female"
"605" 0 38 "female"
"606" 0 29 "female"
"607" 0 31 "female"
"608" 0 36 "female"
"609" 0 25 "female"
"610" 0 24 "female"
"611" 0 26 "female"
"612" 1 23 "female"
"613" 0 28 "female"
"614" 0 29 "female"
"615" 1 31 "female"
"616" 0 28 "female"
"617" 0 28 "female"
"618" 0 27 "female"
"619" 1 26 "female"
"620" 0 27 "female"
"621" 1 37 "female"
"622" 0 24 "female"
"623" 0 28 "female"
"624" 0 21 "female"
"625" 1 38 "female"
"626" 0 29 "female"
"627" 0 20 "female"
"628" 1 29 "female"
"629" 0 25 "female"
"630" 0 30 "female"
"631" 0 24 "female"
"632" 0 28 "female"
"633" 0 22 "female"
"634" 0 24 "female"
"635" 0 20 "female"
"636" 0 26 "female"
"637" 0 27 "female"
"638" 0 29 "female"
"639" 0 24 "female"
"640" 0 25 "female"
"641" 1 23 "female"
"642" 1 30 "female"
"643" 0 28 "female"
"644" 0 25 "female"
"645" 0 27 "female"
"646" 0 27 "female"
"647" 0 30 "female"
"648" 0 31 "female"
"649" 0 20 "female"
"650" 0 25 "female"
"651" 0 35 "female"
"652" 1 34 "female"
"653" 1 29 "female"
"654" 1 27 "female"
"655" 0 26 "female"
"656" 0 23 "female"
"657" 0 21 "female"
"658" 0 28 "female"
"659" 0 25 "female"
"660" 0 25 "female"
"661" 0 27 "female"
"662" 0 28 "female"
"663" 0 24 "female"
"664" 0 20 "female"
"665" 0 33 "female"
"666" 0 22 "female"
"667" 0 32 "female"
"668" 1 31 "female"
"669" 0 30 "female"
"670" 0 23 "female"
"671" 0 22 "female"
"672" 0 31 "female"
"673" 0 30 "female"
"674" 0 21 "female"
"675" 0 29 "female"
"676" 0 25 "female"
"677" 0 25 "female"
"678" 0 18 "female"
"679" 0 24 "female"
"680" 0 27 "female"
"681" 0 22 "female"
"682" 0 30 "female"
"683" 1 24 "female"
"684" 1 41 "female"
"685" 0 31 "female"
"686" 1 32 "female"
"687" 1 34 "female"
"688" 0 32 "female"
"689" 0 23 "female"
"690" 0 24 "female"
"691" 0 28 "female"
"692" 1 26 "female"
"693" 0 20 "female"
"694" 1 29 "female"
"695" 1 35 "female"
"696" 0 19 "female"
"697" 1 27 "female"
"698" 1 38 "female"
"699" 0 20 "female"
"700" 0 30 "female"
"701" 0 25 "female"
"702" 0 34 "female"
"703" 0 26 "female"
"704" 0 36 "female"
"705" 0 28 "female"
"706" 0 34 "female"
"707" 0 29 "female"
"708" 0 22 "female"
"709" 0 27 "female"
"710" 0 32 "female"
"711" 0 26 "female"
"712" 0 28 "female"
"713" 1 20 "female"
"714" 1 28 "female"
"715" 0 32 "female"
"716" 0 29 "female"
"717" 0 22 "female"
"718" 0 20 "female"
"719" 1 32 "female"
"720" 0 27 "female"
"721" 0 27 "female"
"722" 0 23 "female"
"723" 1 30 "female"
"724" 0 22 "female"
"725" 0 34 "female"
"726" 1 22 "female"
"727" 0 27 "female"
"728" 1 27 "female"
"729" 0 21 "female"
"730" 0 24 "female"
"731" 1 22 "female"
"732" 0 27 "female"
"733" 0 23 "female"
"734" 0 34 "female"
"735" 0 20 "female"
"736" 0 23 "female"
"737" 0 19 "female"
"738" 0 27 "female"
"739" 0 37 "female"
"740" 0 25 "female"
"741" 0 37 "female"
"742" 0 21 "female"
"743" 0 24 "female"
"744" 1 41 "female"
"745" 0 30 "female"
"746" 1 36 "female"
"747" 0 27 "female"
"748" 1 31 "female"
"749" 0 20 "female"
"750" 1 31 "female"
"751" 0 21 "female"
"752" 0 19 "female"
"753" 0 26 "female"
"754" 1 43 "female"
"755" 0 30 "female"
"756" 0 27 "female"
"757" 0 27 "female"
"758" 1 29 "female"
"759" 0 20 "female"
"760" 0 28 "female"
"761" 0 19 "female"
"762" 0 32 "female"
"763" 0 28 "female"
"764" 0 31 "female"
"765" 0 21 "female"
"766" 0 30 "female"
"767" 0 27 "female"
"768" 0 29 "female"
"769" 1 27 "female"
"770" 0 25 "female"
"771" 0 21 "female"
"772" 0 27 "female"
"773" 0 21 "female"
"774" 0 25 "female"
"775" 0 26 "female"
"776" 0 25 "female"
"777" 0 29 "female"
"778" 0 27 "female"
"779" 0 27 "female"
"780" 0 16 "female"
"781" 0 30 "female"
"782" 1 33 "female"
"783" 0 27 "female"
"784" 0 22 "female"
"785" 0 24 "female"
"786" 1 23 "female"
"787" 0 24 "female"
"788" 0 25 "female"
"789" 0 23 "female"
"790" 1 24 "female"
"791" 0 25 "female"
"792" 0 35 "female"
"793" 0 27 "female"
"794" 0 27 "female"
"795" 0 26 "female"
"796" 0 19 "female"
"797" 0 22 "female"
"798" 0 29 "female"
"799" 1 22 "female"
"800" 1 37 "female"
"801" 1 27 "female"
"802" 0 29 "female"
"803" 0 27 "female"
"804" 0 23 "female"
"805" 0 17 "female"
"806" 0 30 "female"
"807" 0 18 "female"
"808" 0 43 "female"
"809" 1 34 "female"
"810" 0 39 "female"
"811" 1 26 "female"
"812" 0 33 "female"
"813" 0 29 "female"
"814" 0 31 "female"
"815" 1 29 "female"
"816" 1 34 "female"
"817" 1 40 "female"
"818" 0 32 "female"
"819" 0 26 "female"
"820" 0 29 "female"
"821" 0 24 "female"
"822" 1 23 "female"
"823" 0 29 "female"
"824" 1 24 "female"
"825" 0 16 "female"
"826" 0 32 "female"
"827" 0 29 "female"
"828" 1 29 "female"
"829" 0 28 "female"
"830" 1 31 "female"
"831" 0 25 "female"
"832" 1 23 "female"
"833" 1 45 "female"
"834" 0 29 "female"
"835" 0 24 "female"
"836" 0 30 "female"
"837" 0 21 "female"
"838" 0 26 "female"
"839" 1 31 "female"
"840" 0 27 "female"
"841" 1 24 "female"
"842" 0 28 "female"
"843" 0 30 "female"
"844" 0 23 "female"
"845" 1 19 "female"
"846" 0 21 "female"
"847" 1 27 "female"
"848" 0 29 "female"
"849" 0 23 "female"
"850" 0 21 "female"
"851" 1 26 "female"
"852" 0 27 "female"
"853" 0 24 "female"
"854" 0 27 "female"
"855" 0 28 "female"
"856" 0 28 "female"
"857" 0 26 "female"
"858" 0 31 "female"
"859" 0 23 "female"
"860" 0 34 "female"
"861" 0 30 "female"
"862" 0 24 "female"
"863" 0 27 "female"
"864" 0 26 "female"
"865" 0 24 "female"
"866" 0 23 "female"
"867" 0 27 "female"
"868" 0 30 "female"
"869" 0 22 "female"
"870" 0 19 "female"
"871" 0 24 "female"
"872" 0 23 "female"
"873" 0 23 "female"
"874" 0 31 "female"
"875" 1 22 "female"
"876" 0 26 "female"
"877" 0 20 "female"
"878" 1 26 "female"
"879" 1 26 "female"
"880" 0 23 "female"
"881" 0 32 "female"
"882" 0 27 "female"
"883" 0 26 "female"
"884" 0 20 "female"
"885" 0 21 "female"
"886" 0 27 "female"
"887" 0 19 "female"
"888" 0 20 "female"
"889" 0 28 "female"
"890" 1 26 "female"
"891" 0 21 "female"
"892" 0 32 "female"
"893" 0 27 "female"
"894" 0 34 "female"
"895" 0 35 "female"
"896" 1 34 "female"
"897" 0 34 "female"
"898" 0 27 "female"
"899" 0 33 "female"
"900" 0 27 "female"
"901" 0 26 "female"
"902" 0 21 "female"
"903" 0 25 "female"
"904" 0 38 "female"
"905" 0 25 "female"
"906" 0 29 "female"
"907" 0 32 "female"
"908" 0 30 "female"
"909" 0 30 "female"
"910" 0 24 "female"
"911" 0 32 "female"
"912" 0 32 "female"
"913" 0 31 "female"
"914" 0 32 "female"
"915" 0 27 "female"
"916" 0 26 "female"
"917" 0 27 "female"
"918" 0 26 "female"
"919" 0 22 "female"
"920" 0 25 "female"
"921" 0 29 "female"
"922" 0 27 "female"
"923" 0 30 "female"
"924" 0 29 "female"
"925" 0 25 "female"
"926" 1 29 "female"
"927" 1 29 "female"
"928" 0 30 "female"
"929" 0 32 "female"
"930" 1 20 "female"
"931" 0 30 "female"
"932" 1 30 "female"
"933" 0 29 "female"
"934" 0 20 "female"
"935" 0 22 "female"
"936" 0 30 "female"
"937" 0 30 "female"
"938" 1 30 "female"
"939" 0 22 "female"
"940" 0 25 "female"
"941" 0 25 "female"
"942" 1 21 "female"
"943" 0 25 "female"
"944" 0 30 "female"
"945" 0 31 "female"
"946" 0 26 "female"
"947" 0 28 "female"
"948" 0 24 "female"
"949" 0 32 "female"
"950" 1 26 "female"
"951" 1 28 "female"
"952" 0 31 "female"
"953" 0 35 "female"
"954" 0 24 "female"
"955" 0 33 "female"
"956" 0 25 "female"
"957" 0 31 "female"
"958" 1 23 "female"
"959" 0 22 "female"
"960" 0 29 "female"
"961" 0 39 "female"
"962" 0 36 "female"
"963" 0 29 "female"
"964" 1 24 "female"
"965" 0 24 "female"
"966" 0 27 "female"
"967" 0 22 "female"
"968" 0 27 "female"
"969" 0 22 "female"
"970" 0 24 "female"
"971" 1 32 "female"
"972" 0 29 "female"
"973" 0 25 "female"
"974" 0 33 "female"
"975" 0 21 "female"
"976" 0 20 "female"
"977" 0 29 "female"
"978" 1 24 "female"
"979" 0 34 "female"
"980" 1 18 "female"
"981" 0 30 "female"
"982" 0 36 "female"
"983" 1 22 "female"
"984" 0 28 "female"
"985" 1 27 "female"
"986" 1 37 "female"
"987" 0 26 "female"
"988" 1 30 "female"
"989" 0 28 "female"
"990" 0 30 "female"
"991" 0 24 "female"
"992" 0 23 "female"
"993" 0 28 "female"
"994" 0 28 "female"
"995" 1 32 "female"
"996" 0 34 "female"
"997" 0 38 "female"
"998" 0 29 "female"
"999" 0 30 "female"
"1000" 0 24 "female"
"1001" 0 31 "female"
"1002" 1 28 "female"
"1003" 0 29 "female"
"1004" 1 25 "female"
"1005" 0 24 "female"
"1006" 0 23 "female"
"1007" 0 23 "female"
"1008" 0 28 "female"
"1009" 0 19 "female"
"1010" 0 21 "female"
"1011" 1 29 "female"
"1012" 1 24 "female"
"1013" 0 19 "female"
"1014" 0 23 "female"
"1015" 0 28 "female"
"1016" 0 35 "female"
"1017" 0 25 "female"
"1018" 0 20 "female"
"1019" 0 29 "female"
"1020" 0 24 "female"
"1021" 0 30 "female"
"1022" 1 35 "female"
"1023" 0 28 "female"
"1024" 0 29 "female"
"1025" 0 28 "female"
"1026" 0 23 "female"
"1027" 0 23 "female"
"1028" 0 29 "female"
"1029" 0 25 "female"
"1030" 0 29 "female"
"1031" 0 21 "female"
"1032" 1 41 "female"
"1033" 0 38 "female"
"1034" 0 30 "female"
"1035" 0 33 "female"
"1036" 1 37 "female"
"1037" 0 34 "female"
"1038" 0 33 "female"
"1039" 0 34 "female"
"1040" 0 19 "female"
"1041" 1 33 "female"
"1042" 1 26 "female"
"1043" 0 25 "female"
"1044" 0 22 "female"
"1045" 0 28 "female"
"1046" 1 27 "female"
"1047" 0 28 "female"
"1048" 1 23 "female"
"1049" 0 28 "female"
"1050" 0 26 "female"
"1051" 0 31 "female"
"1052" 0 23 "female"
"1053" 0 20 "female"
"1054" 0 25 "female"
"1055" 0 23 "female"
"1056" 0 23 "female"
"1057" 0 25 "female"
"1058" 0 34 "female"
"1059" 0 28 "female"
"1060" 1 22 "female"
"1061" 0 24 "female"
"1062" 0 29 "female"
"1063" 0 21 "female"
"1064" 0 27 "female"
"1065" 0 37 "female"
"1066" 1 24 "female"
"1067" 0 25 "female"
"1068" 1 22 "male"
"1069" 0 25 "male"
"1070" 0 26 "male"
"1071" 0 24 "male"
"1072" 0 29 "male"
"1073" 0 37 "male"
"1074" 0 26 "male"
"1075" 0 27 "male"
"1076" 1 25 "male"
"1077" 1 28 "male"
"1078" 0 23 "male"
"1079" 1 32 "male"
"1080" 0 32 "male"
"1081" 0 32 "male"
"1082" 0 26 "male"
"1083" 0 29 "male"
"1084" 0 36 "male"
"1085" 0 31 "male"
"1086" 0 25 "male"
"1087" 1 28 "male"
"1088" 0 29 "male"
"1089" 0 27 "male"
"1090" 0 24 "male"
"1091" 0 34 "male"
"1092" 0 26 "male"
"1093" 0 30 "male"
"1094" 0 29 "male"
"1095" 0 31 "male"
"1096" 0 24 "male"
"1097" 0 29 "male"
"1098" 0 24 "male"
"1099" 0 24 "male"
"1100" 0 37 "male"
"1101" 0 27 "male"
"1102" 0 28 "male"
"1103" 0 22 "male"
"1104" 0 20 "male"
"1105" 0 35 "male"
"1106" 0 21 "male"
"1107" 0 26 "male"
"1108" 0 24 "male"
"1109" 0 29 "male"
"1110" 0 38 "male"
"1111" 0 19 "male"
"1112" 1 26 "male"
"1113" 0 21 "male"
"1114" 0 24 "male"
"1115" 0 23 "male"
"1116" 0 27 "male"
"1117" 0 29 "male"
"1118" 0 33 "male"
"1119" 0 27 "male"
"1120" 1 33 "male"
"1121" 0 28 "male"
"1122" 0 25 "male"
"1123" 0 20 "male"
"1124" 0 25 "male"
"1125" 0 29 "male"
"1126" 1 28 "male"
"1127" 1 23 "male"
"1128" 0 30 "male"
"1129" 0 34 "male"
"1130" 0 29 "male"
"1131" 0 30 "male"
"1132" 1 26 "male"
"1133" 1 30 "male"
"1134" 0 33 "male"
"1135" 0 23 "male"
"1136" 0 30 "male"
"1137" 0 29 "male"
"1138" 0 33 "male"
"1139" 0 36 "male"
"1140" 0 29 "male"
"1141" 0 34 "male"
"1142" 0 35 "male"
"1143" 0 25 "male"
"1144" 0 22 "male"
"1145" 0 34 "male"
"1146" 1 22 "male"
"1147" 0 36 "male"
"1148" 0 24 "male"
"1149" 0 35 "male"
"1150" 0 28 "male"
"1151" 0 30 "male"
